,mol_name,mol_smiles,mol_act,mol_fp
1019,CHEMBL2442947,CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B4E0>
1020,CHEMBL2011702,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc4ccccc4c3)S/C2=N\c2ccc(C(F)(F)F)cc2)cc1,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B530>
1021,CHEMBL428651,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Cl)c1)c1ccccc1,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B580>
1022,CHEMBL1778910,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OC(=O)c2ccc(C(C)(C)C)cc2)cc1,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B5D0>
1023,CHEMBL246454,O=C1CC(c2ccc(C[C@H](Nc3nc4c(Cl)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B620>
1024,CHEMBL3633139,O=C(CCCCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B670>
1025,CHEMBL2424699,CC1(C)C=C2C(=NN(c3ccccc3F)C(N)=C2C#N)CO1,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B6C0>
1026,CHEMBL4211682,C=C(C)C(O)Cc1c(O)c(C/C=C(\C)CCC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,2.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B710>
1027,CHEMBL253690,Oc1cc(Cc2cc(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,2.42,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B760>
1028,CHEMBL2386063,Oc1cc(Cc2cc(Br)c(O)c(Br)c2Br)c(Br)c(Br)c1O,2.42,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B7B0>
1029,CHEMBL2206075,CCCNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)ccc12,2.43,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B800>
1030,CHEMBL503860,COc1ccc(OC)c([C@@H]2O[C@H](CNC(=O)c3ccccc3C(=O)O)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,2.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B850>
1031,CHEMBL2016662,O=C(c1cc(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br,2.45,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B8A0>
1032,CHEMBL3219594,C/C(=C/C(C)=C/c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCCc2c[nH]c3ccccc23)n1)C(=O)OCC(=O)O,2.45,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B8F0>
1033,CHEMBL193233,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2.47,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B940>
1034,CHEMBL193233,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2.47,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B990>
1035,CHEMBL558886,CCCCCc1c(Oc2cc(OC)cc3c2C(=O)OC3(CCCC)OC)c(O)cc(O)c1C(=O)O,2.48,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969B9E0>
1036,CHEMBL1823759,O=C(/C=C/c1ccccc1F)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,2.49,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BA30>
1037,CHEMBL3410507,O=C(/C=C/c1ccco1)c1ccc(O)cc1O,2.49,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BA80>
1038,CHEMBL190801,O=C1CN(c2ccccc2)S(=O)(=O)N1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BAD0>
1039,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BB20>
1040,CHEMBL512442,CCCCN(C)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BB70>
1041,CHEMBL502539,O=C1Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2/C1=N/Nc1ccc(C(=O)O)cc1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BBC0>
1042,CHEMBL2011704,COc1ccc(/N=C2\S/C(=C\c3ccc(Oc4ccccc4)cc3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BC10>
1043,CHEMBL1783775,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCOCC2)c1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BC60>
1044,CHEMBL605283,O=S(=O)(Nc1ccc(Oc2ccc(Oc3ccc(NS(=O)(=O)C(F)(F)F)cc3)cc2)cc1)C(F)(F)F,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BCB0>
1045,CHEMBL193233,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BD00>
1046,CHEMBL193233,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BD50>
1047,CHEMBL205997,CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(C(=O)O)c1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BDA0>
1048,CHEMBL611317,CCCOc1c2cccc1Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BDF0>
1049,CHEMBL2087697,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3F)cs2)cc1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BE40>
1050,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BE90>
1051,CHEMBL512442,CCCCN(C)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,2.52,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BEE0>
1052,CHEMBL61044,COC(=O)C(Cc1ccccc1)Oc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,2.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BF30>
1053,CHEMBL4290098,CC(C)=CCc1c(O)ccc(C(=O)[C@@H]2[C@@H](c3ccc(O)cc3O)CC(C)=C[C@H]2c2c(O)cc(O)c3c(=O)c(CC=C(C)C)c(-c4ccc(O)cc4O)oc23)c1O,2.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969BF80>
1054,CHEMBL1935618,CC(C)(C)N.CCO/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,2.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C030>
1055,CHEMBL2436044,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2ccc(C(=O)O)c(F)c2)c(-c2ccccc2)s1,2.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C080>
1056,CHEMBL3632935,C/C=C(/C)C(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)[C@@H](O)[C@@H](O)[C@@]12CO,2.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C0D0>
1057,CHEMBL1823956,O=C(/C=C/c1ccc(Cl)cc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,2.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C120>
1058,CHEMBL235805,COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1O,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C170>
1059,CHEMBL204813,CC(C)=CC[C@]12Oc3cc(O)c([C@H]4C=C(C)C[C@H](c5ccc(O)cc5O)[C@H]4C(=O)c4ccc(O)cc4O)c(O)c3C(=O)[C@@]1(O)Oc1cc(O)ccc12,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C1C0>
1060,CHEMBL1778922,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(N2CCCCC2)cc1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C210>
1061,CHEMBL1779054,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2O)ccc1OC,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C260>
1062,CHEMBL582862,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnoc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C2B0>
1063,CHEMBL3098942,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(OCCc4ccccc4)cc3)C2=O)cc1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C300>
1064,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C350>
1065,CHEMBL4062445,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(OC)cc3)c2)cc1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C3A0>
1066,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C3F0>
1067,CHEMBL2087683,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)c(-c3ccccc3)s2)c(OC)c1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C440>
1068,CHEMBL472896,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C490>
1069,CHEMBL472896,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C4E0>
1070,CHEMBL575688,Cc1ncc2c(n1)C(C)(C)[C@@H]1CC[C@]3(C)[C@H](CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]43C)[C@@]1(C)C2,2.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C530>
1071,CHEMBL1164944,COc1ccc(C(=O)O[C@H]2CC[C@]3(C)[C@H]4CC[C@@H]5[C@@H]([C@@]6(O)C[C@@H](C=C(C)C)OC6=O)CC[C@H]5[C@]4(C)CC[C@H]3C2(C)C)cc1,2.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C580>
1072,CHEMBL1783775,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCOCC2)c1,2.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C5D0>
1073,CHEMBL472896,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C620>
1074,CHEMBL4170059,Oc1ccc(-c2ncc(-c3ccc(Oc4ccccc4)cc3)o2)cc1O,2.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C670>
1075,CHEMBL3238194,O=C(Nc1ccc(-c2ccc(NC(=O)C3CCN(C(=O)c4ccccc4)CC3)cc2)cc1)C1CCN(C(=O)c2ccccc2)CC1,2.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C6C0>
1076,CHEMBL448816,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.67,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C710>
1077,CHEMBL2262826,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](Cc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.67,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C760>
1078,CHEMBL2262826,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](Cc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.67,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C7B0>
1079,CHEMBL3402418,O=C(OC1CSSC1)c1ccc(CCCCCCOC(=O)c2cc(Br)ccc2Br)cc1,2.68,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C800>
1080,CHEMBL2436031,COC(=O)c1cccc(NC(=O)c2nc([C@H](Cc3ccc(OCc4ccccc4)cc3)NC(=O)CCc3c[nH]c4ccccc34)sc2-c2ccccc2)c1,2.68,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C850>
1081,CHEMBL58840,CCCCCOC1=C(c2ccccc2)c2ccccc2C(=O)C1=O,2.69,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C8A0>
1082,CHEMBL129681,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,2.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C8F0>
1083,CHEMBL1778911,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1,2.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C940>
1084,CHEMBL562810,CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,2.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C990>
1085,CHEMBL570475,CC(C)=CCc1c(O)cc(C(=O)[C@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4O)c3O)C=C(C)C[C@@H]2c2ccc(O)cc2O)cc1O,2.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969C9E0>
1086,CHEMBL4078699,CCCCC/C=C\C/C=C\CCCCCCCC1(O)CC(=O)c2c(O)c(C)c(O)c(C)c2O1,2.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CA30>
1087,CHEMBL504397,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.72,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CA80>
1088,CHEMBL2262827,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](Cc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.72,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CAD0>
1089,CHEMBL2262827,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](Cc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.72,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CB20>
1090,CHEMBL576164,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cncnc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.73,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CB70>
1091,CHEMBL3402419,O=C(OC1CSSC1)c1ccc(C#CCCOC(=O)c2cc(Br)ccc2Br)cc1,2.73,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CBC0>
1092,CHEMBL3593820,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1cccc(OC)c1,2.733,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CC10>
1093,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,2.75,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CC60>
1094,CHEMBL1164299,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](C(=O)c5ccccc5)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1,2.75,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CCB0>
1095,CHEMBL549505,O=C(CCCC[C@@H]1SCC2NC(=O)NC21)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,2.753,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CD00>
1096,CHEMBL1823760,O=C(/C=C/c1cccc(F)c1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,2.79,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CD50>
1097,CHEMBL2205512,CNc1nc(N)nc2nc(-c3ccccc3OC)ccc12,2.79,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CDA0>
1098,CHEMBL2424711,CCc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,279.89799999999997,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CDF0>
1099,CHEMBL2424684,CC1(C)C=C2C(=NN(c3cccc(C(F)(F)F)c3)C(N)=C2C#N)CO1,279.89799999999997,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CE40>
1100,CHEMBL364349,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)C(CNC(=O)OCc1ccccc1)CNC(=O)OCc1ccccc1)C(N)=O,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CE90>
1101,CHEMBL2424684,CC1(C)C=C2C(=NN(c3cccc(C(F)(F)F)c3)C(N)=C2C#N)CO1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CEE0>
1102,CHEMBL2424711,CCc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CF30>
1103,CHEMBL393606,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(Oc4ccccc4)cc3)C2=O)cc1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969CF80>
1104,CHEMBL3309766,O=C(/C=C(\O)C(=O)N1CCN(C(=O)/C(O)=C\C(=O)c2cccc(N(Cc3ccccc3)Cc3ccccc3)c2)CC1)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D030>
1105,CHEMBL3098854,COc1cc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1OCCc1ccccc1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D080>
1106,CHEMBL260553,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D0D0>
1107,CHEMBL2208249,O=C1Nc2ccc(Br)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D120>
1108,CHEMBL1923782,CC1(C)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C[C@@H]2C1=CC[C@H]1[C@]3(C)C[C@H]4O[C@H](C(C)(C)O)CC(=O)[C@](C)(O)[C@@H]4[C@@]3(C)CC(=O)[C@]12C,2.81,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D170>
1109,CHEMBL2436036,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2ccc(F)cc2C(=O)O)c(-c2ccccc2)s1,2.82,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D1C0>
1110,CHEMBL489670,C=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.85,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D210>
1111,CHEMBL489670,C=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.85,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D260>
1112,CHEMBL489670,C=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.85,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D2B0>
1113,CHEMBL449967,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.86,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D300>
1114,CHEMBL449967,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.86,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D350>
1115,CHEMBL449967,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.86,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D3A0>
1116,CHEMBL506934,CCOC(=O)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D3F0>
1117,CHEMBL506934,CCOC(=O)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D440>
1118,CHEMBL506934,CCOC(=O)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D490>
1119,CHEMBL549297,O=C(CCCC[C@@H]1SCC2NC(=O)NC21)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,2.897,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D4E0>
1120,CHEMBL2424701,CC1(C)C=C2C(=NN(c3ccc(CCO)cc3)C(N)=C2C#N)CO1,289.73400000000004,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D530>
1121,CHEMBL2424694,CC1(C)C=C2C(=NN(c3ccccc3N3CCOCC3)C(N)=C2C#N)CO1,289.73400000000004,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D580>
1122,CHEMBL1778903,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OCc2ccccc2)cc1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D5D0>
1123,CHEMBL420456,Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D620>
