,mol_name,mol_smiles,mol_act,mol_fp
1639,CHEMBL3219582,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)OC(C)(C)C)n1,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7B20>
1640,CHEMBL464651,CC1=C(O)/C(=C/[C@@H](C)CCC/C(C)=C/CCC(C)(O)CCCc2ccoc2)OC1=O,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7B70>
1641,CHEMBL3317604,CCOC(=O)c1c(N)sc(/N=C/c2ccc([N+](=O)[O-])o2)c1C(=O)OCC,7.12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7BC0>
1642,CHEMBL4163552,COC(=O)c1c(SC)cc(-c2ccc(C)cc2)c2c1-c1cn(-c3ccccc3)nc1CC2,7.12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7C10>
1643,CHEMBL3238205,O=C(Nc1ccc(-c2ccc(NC(=O)C3CCCCC3)cn2)cc1)C1CCCCC1,7.14,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7C60>
1644,CHEMBL1097390,CCCCCCCCCCCCCCCCCC(=O)c1cc(C(=O)Nc2ccsc2C(=O)OC)[nH]n1,7.16,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7CB0>
1645,CHEMBL206693,CC(C)C1=C(Sc2ccc(Br)cc2)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,7.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7D00>
1646,CHEMBL267981,CS(=O)(=O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1,7.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7D50>
1647,CHEMBL3310867,C=CCc1cc(/C=C2\SC(=O)N(Cc3ccccc3)C2=O)c(OC)cc1O,7.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7DA0>
1648,CHEMBL4208135,CC(C)=CCCC(C)(O)C1Cc2c(c(CC=C(C)C)c(O)c3c(=O)c4cc(O)ccc4oc23)O1,7.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7DF0>
1649,CHEMBL383509,CC(C)C1=C(Sc2ccc(F)cc2)c2ccccc2C(=O)C1=O,7.22,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7E40>
1650,CHEMBL3402415,O=C(OC1CSSC1)c1ccc(OCCOC(=O)c2cc(Br)ccc2Br)cc1,7.26,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7E90>
1651,CHEMBL4062183,COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(C(F)(F)F)nc3)cc2)c1OC,7.29,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7EE0>
1652,CHEMBL2430578,CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,7.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7F30>
1653,CHEMBL1086765,CC(C)=CCc1cc2c(cc1O)O[C@H]1c3ccc(O)c(CC=C(C)C)c3OC[C@@H]21,7.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7F80>
1654,CHEMBL4105170,C=C1CC/C=C(\COC(C)=O)CC[C@@H](C(C)C)[C@@H](O)[C@@H]1O,7.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8030>
1655,CHEMBL3317602,CCOC(=O)c1c(N)sc(/N=C/c2ccc(N(C)C)cc2)c1C(=O)OCC,7.32,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8080>
1656,CHEMBL2316894,O=C(O)c1cc2c(CCc3cccc(C(F)(F)F)c3)c(-c3ccccc3)oc2cc1O,7.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A80D0>
1657,CHEMBL3628462,COc1ccc(COc2ccc(/C=C3\C(=O)N(Cc4ccc(OC)cc4)C(=O)N3Cc3ccc(OC)cc3)cc2)cc1,7.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8120>
1658,CHEMBL4168321,C/C=C(/C)C(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)[C@@H](OC(C)=O)[C@@H](O)[C@@]12CO,7.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8170>
1659,CHEMBL523622,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,7.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A81C0>
1660,CHEMBL63354,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,7.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8210>
1661,CHEMBL562970,CCCCCc1c2c(cc(OC)c1C(=O)OC)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,7.42,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8260>
1662,CHEMBL4177329,CC(C)c1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,7.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A82B0>
1663,CHEMBL3393517,CC[C@]12CCCC(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2C[C@@H](O)[C@]2(C)C3=C(CC[C@H]21)[C@@H](C)OC3=O,7.45,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8300>
1664,CHEMBL3220071,O=C(NCc1cccc([N+](=O)[O-])c1)NCc1ccccc1[N+](=O)[O-],7.47,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8350>
1665,CHEMBL3393519,CC[C@@]1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]3CCC4=C(C(=O)O[C@@H]4C)[C@@]3(C)[C@H](O)C[C@H]21,7.47,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A83A0>
1666,CHEMBL1098845,CCCCCCCCCCCCCCCCCC(=O)c1cc(C(=O)Nc2ccccc2C(=O)OC)[nH]n1,7.49,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A83F0>
1667,CHEMBL499061,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1ccc(C(=O)O)cc1,7.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8440>
1668,CHEMBL3098850,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(OCc4ccccc4)c(F)c3)C2=O)cc1,7.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8490>
1669,CHEMBL3786595,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CCC6(OCCO6)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC1,7.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A84E0>
1670,CHEMBL3905288,Cc1cc(I)cc2c1NC(c1cccc(N)c1)C1CC=CC21,7.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8530>
1671,CHEMBL202573,O=C(O)COc1ccc(-c2nocc3c(C(=O)c4cccc(C(F)(F)F)c4)ccc2-3)cc1,7.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8580>
1672,CHEMBL203296,CC(C)C1=C(Sc2ccc(Br)cc2)c2ccccc2C(=O)C1=O,7.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A85D0>
1673,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,7.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8620>
1674,CHEMBL465069,COc1cc(O)c2c3c1-c1c(O)cccc1[C@@H]1Oc4ccccc4[C@@H](CC2=O)[C@@H]31,7.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8670>
1675,CHEMBL1098728,CC1(C)C=Cc2cc3c(cc2O1)OC[C@H]1c2ccc(O)cc2O[C@@H]31,7.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A86C0>
1676,CHEMBL3310432,COc1cc(OCc2ccccc2)c(Br)cc1/C=C1\SC(=O)NC1=O,7.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8710>
1677,CHEMBL3220065,COc1cc(OC)c(CNC(=O)NCc2ccccc2)c(OC)c1,7.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8760>
1678,CHEMBL205954,CC(=O)Nc1ccc(SC2=C(C(C)C)C(=O)C(=O)c3ccccc32)cc1,7.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A87B0>
1679,CHEMBL2208248,O=C1Nc2ccccc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,7.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8800>
1680,CHEMBL3818087,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2cn(CCCOc3ccc(O)c(C(=O)O)c3)nn2)[C@H]1OCc1cn(CCCOc2ccc(O)c(C(=O)O)c2)nn1,7.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8850>
1681,CHEMBL521821,O=c1c(Cc2ccc(-c3ccc(O)c(O)c3)cc2)c(-c2ccc(O)cc2)oc2cc(O)ccc12,7.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A88A0>
1682,CHEMBL1163709,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccco1,7.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A88F0>
1683,CHEMBL4174951,O=C(CSc1nnc(-c2ccc(O)c(O)c2)o1)Oc1ccc(OCc2ccccc2)cc1,7.79,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8940>
1684,CHEMBL2159045,CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)ccc3c2=O)ccc1O,7.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8990>
1685,CHEMBL551155,CC(C)=CCc1cc2c(cc1O)OC[C@H]1c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,7.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A89E0>
1686,CHEMBL3781672,C=C1CC[C@H]2[C@@](C)(NC(N)=O)CCC[C@]2(C)[C@H]1CC[C@H](C)C/C=N/O,7.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8A30>
1687,CHEMBL3917014,CC(=O)NC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC(CCCNC(=O)c1cccc(I)c1)C(N)=O,7.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8A80>
1688,CHEMBL199479,COc1ccc(C(=O)c2ccc3c(-c4ccc(O[C@@H](Cc5ccccc5)C(=O)O)cc4)nocc2-3)cc1,7.82,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8AD0>
1689,CHEMBL410483,O=C(O)COc1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccccc2)cc1Br,7.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8B20>
1690,CHEMBL3310442,C=CCN1C(=O)S/C(=C\c2cc(Br)c(OCCCC)cc2OC)C1=O,7.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8B70>
1691,CHEMBL1823755,O=C(Cc1ccc(Cl)cc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,7.91,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8BC0>
1692,CHEMBL4160013,CCOc1ccc(OC(=O)CSc2nnc(-c3ccc(O)c(O)c3)o2)cc1,7.94,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8C10>
1693,CHEMBL4291588,CC1=C[C@@H](c2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)[C@H](C(=O)c2ccc(O)cc2O)[C@@H](c2ccc(O)cc2O)C1,7.98,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8C60>
1694,CHEMBL4078493,COc1ccc2c(c1)[C@@H]1O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]13NC(=O)C[C@H]3O2,7.98,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8CB0>
1695,CHEMBL336095,O=C1/C(=N/CCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8D00>
1696,CHEMBL420456,Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8D50>
1697,CHEMBL1232829,CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8DA0>
1698,CHEMBL1778926,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(N2CCOCC2)cc1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8DF0>
1699,CHEMBL1232829,CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8E40>
1700,CHEMBL1801402,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(F)cc3)cc2OCc2ccc(F)cc2)S1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8E90>
1701,CHEMBL598832,CCc1oc2cc(S(=O)(=O)Nc3nccs3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8EE0>
1702,CHEMBL602117,O=S(=O)(O)C(F)(F)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8F30>
1703,CHEMBL575043,O=C1NC(=O)/C(=C/c2cc(F)ccc2OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)S1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A8F80>
1704,CHEMBL96952,Nc1nc(N)c2nc(CN3CCN(Cc4ccccc4)CC3)nnc2n1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9030>
1705,CHEMBL572582,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2cccc(C(F)(F)F)c2)S1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9080>
1706,CHEMBL572800,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccc(C(F)(F)F)cc2)S1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A90D0>
1707,CHEMBL572814,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccccc2C(F)(F)F)S1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9120>
1708,CHEMBL2311593,O=C(O)c1cc2c(/C=C\c3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9170>
1709,CHEMBL4086905,C=CC(C)(C)c1cc(O)c2oc3c(O)c4c(cc3c(=O)c2c1O)C=CC(C)(C)O4,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A91C0>
1710,CHEMBL2316896,O=C(O)c1cc2c(CCc3ccc(Oc4ccccc4)cc3)c(-c3ccccc3)oc2cc1O,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9210>
1711,CHEMBL437964,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,8.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9260>
1712,CHEMBL437964,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,8.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A92B0>
1713,CHEMBL9363,O=P(O)(O)C(F)(F)c1ccc(CC(c2ccccc2)n2nnc3ccccc32)cc1,8.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9300>
1714,CHEMBL437964,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,8.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9350>
1715,CHEMBL3220078,O=C(NCc1cccc([N+](=O)[O-])c1)NCc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,8.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A93A0>
1716,CHEMBL4171689,O=C(CSc1nnc(-c2ccc(O)c(O)c2)o1)Oc1ccccc1,8.09,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A93F0>
1717,CHEMBL510912,CC1(C)CC[C@]2(C(=O)NCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9440>
1718,CHEMBL3310429,C=CCOc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9490>
1719,CHEMBL510912,CC1(C)CC[C@]2(C(=O)NCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A94E0>
1720,CHEMBL494111,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9530>
1721,CHEMBL510912,CC1(C)CC[C@]2(C(=O)NCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9580>
1722,CHEMBL2349151,N#Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A95D0>
1723,CHEMBL3310434,COc1cc(OCc2ccccc2)c(Br)cc1/C=C1\SC(=O)N(C)C1=O,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9620>
1724,CHEMBL3628480,COC(=O)c1ccc(CN2C(=O)/C(=C\c3ccc(O)cc3)N(Cc3ccccc3)C2=O)cc1,8.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9670>
1725,CHEMBL2436026,O=C(Nc1ccccc1C(=O)O)c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,8.12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A96C0>
1726,CHEMBL1823961,COc1cccc(/C=C/C(=O)NC(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)C(=O)O)c1,8.15,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9710>
1727,CHEMBL202219,O=C(c1ccc2c(-c3ccc(OC(C(=O)O)C(=O)O)cc3)nocc1-2)C1CCCC1,8.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9760>
1728,CHEMBL259888,COc1ccc2[nH]c(SCC(=O)Nc3cc(C(=O)O)ccc3C)nc2c1,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A97B0>
1729,CHEMBL3353035,Cc1ccc2c(c1/C=C/C=C/C(=O)O)[C@H](C)C[C@H](C)C2,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9800>
1730,CHEMBL3427128,CCCCCCCCCCCCCCCC(=O)OC1=CC(=O)OC(COCc2ccccc2)C1,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9850>
1731,CHEMBL570526,CC(C)=CCc1c(O)cc(C(=O)[C@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4)c3O)C=C(C)C[C@@H]2c2ccc(O)cc2O)cc1O,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A98A0>
1732,CHEMBL3310435,COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)N(C)C1=O,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A98F0>
1733,CHEMBL2424695,CC(C)c1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9940>
1734,CHEMBL3353037,C[C@@H]1C[C@@H]2C=C[C@H](C)[C@H](/C=C/C=C/C(=O)O)[C@H]2[C@H](C)C1,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9990>
1735,CHEMBL2424713,CCc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A99E0>
1736,CHEMBL4073026,COC(=O)C[C@H]1Oc2c(OC)cccc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]21[N+](=O)[O-],8.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9A30>
1737,CHEMBL2424695,CC(C)c1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,820.352,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9A80>
1738,CHEMBL2424713,CCc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,820.352,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9AD0>
1739,CHEMBL206462,Cc1noc([C@@H]2Cc3ccc(NS(=O)(=O)O)cc3CN2C(=O)OC(C)(C)C)n1,8.23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9B20>
1740,CHEMBL2206342,CCC(=O)c1c(O)cccc1OCCCNc1ccc(OC)cc1,8.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9B70>
1741,CHEMBL1667958,O=C(O)[C@H](Cc1ccc(O)cc1)n1cc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)nn1,8.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9BC0>
1742,CHEMBL316175,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)c(C(=O)O)c1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,8.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9C10>
1743,CHEMBL2349150,Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,8.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9C60>
1744,CHEMBL2430578,CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,8.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9CB0>
1745,CHEMBL2316895,O=C(O)c1cc2c(CCc3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,8.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9D00>
1746,CHEMBL3601068,C[C@@H]1Cc2c3c(cc(O)c2C(=O)O1)O[C@@]1(C)CC[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]1C3,8.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9D50>
1747,CHEMBL2313419,CC(C)=C[C@H]1C[C@@](O)([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1,8.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9DA0>
1748,CHEMBL2436021,CCOC(=O)/C(C)=C\C(C)=C\c1nc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)sc1-c1ccccc1,8.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A9DF0>
